Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
1,17,1,0,0.0,1,257.4843073276511,116,67.21808462353107,13.319933405618007,9.949601341469634
1,39,0,1,5.3140553798852945,0,195.1936541240466,85,108.52666365517648,12.550485703305148,19.682823425767157
1,87,0,0,0.0,4,134.1506887015274,70,41.0,10.192873605929563,12.162635353049916
1,71,0,0,0.03633793408437075,3,286.2864181490273,116,68.42562620318253,11.303467814013562,5.49232039727212
1,136,1,0,0.0,0,331.4467786474742,113,74.23776844604382,10.06413773194369,9.781802040286076
1,92,1,0,0.0,1,152.71691831699601,123,38.235901402503316,7.22513098175232,10.311795070125166
1,22,1,0,0.22301243377710114,1,227.55571935704324,88,62.327519251341855,12.414812910709603,9.189354644943158
1,108,1,0,0.6931662686770788,1,201.5995239656292,101,60.55036381517528,11.16116049380663,9.315467528210112
1,70,0,0,0.0,0,231.09327597704552,92,66.0,15.363647533373681,12.210746067653
1,64,1,0,0.02333567755435237,1,166.5707600764265,92,47.212420882540606,10.910774141752603,11.212561535801749
1,149,0,0,0.41085398442728027,4,120.52923347902944,89,39.281167568822084,8.40791605928155,11.613065736532455
1,55,0,0,0.0,1,273.1420788531358,83,68.07528872960219,12.44,9.417182397437594
1,127,1,0,0.23017601692183298,2,249.43729839757773,97,66.88325832026955,12.846108878304403,11.779295932312667
1,94,0,0,0.5669585150676193,0,228.49160116778472,105,65.50874090263727,12.01440320342171,2.8737772920881723
1,50,0,0,0.0,0,251.11993639688743,113,61.2730163777844,10.644730481782018,11.585587533780826
1,65,0,0,1.3483903148840808,1,278.6345960351228,99,82.65350905623798,12.712885549937896,9.564540225296703
1,18,0,0,0.03733473562791781,4,98.06193354556575,87,31.064731349388765,7.940981681584795,10.995791043031781
1,147,0,0,0.0771468338256876,5,148.57139101386852,79,42.98576509888379,9.585011598658255,9.292928944074916
1,27,0,0,0.0,1,150.04492405106208,74,37.68359517359202,6.87519598972306,9.117579202862528
1,82,1,0,0.0,2,319.33869052343755,104,70.99917121736553,9.533711583643205,7.919386700850492
1,95,0,0,0.0,1,91.69425384340688,91,41.865351652275876,14.965613222327043,9.341938239953098
1,116,0,0,0.0,1,55.31029390138937,101,32.462185368252875,13.48821461133658,9.408928413869395
1,97,0,0,0.0,1,60.81317865859724,108,27.914451437217245,10.333954145571301,10.01710971255655
1,110,1,0,0.0,0,285.83145374819736,86,62.68164464199876,8.094028781835554,9.054378856318808
1,86,1,0,0.030698920551907982,5,131.34650539724046,97,38.30698920551908,8.75193846910352,7.865890088275658
1,138,0,0,0.0,0,236.72556614241577,107,55.1793802034511,8.560989269173374,11.65607863069842
1,175,1,0,0.0,2,266.9043760971751,86,65.18281274935798,11.303875059845913,9.027968924550581
1,95,0,0,0.0,3,158.46909726740148,101,41.569097267401474,8.10568579212592,9.024375081322649
1,86,1,0,0.0,0,330.6227794729508,73,74.28869455191257,10.45031292795082,10.903129279508196
1,91,1,0,0.0,1,186.2291131516503,60,53.891935466314465,12.869282220581383,12.127096746103145
1,33,1,0,0.18495656297755084,2,229.12014426313945,84,66.76695624681632,15.003651871497961,9.512825777668368
1,92,0,0,0.0,1,216.0020760674062,61,54.309289282620156,10.015435165078346,15.566009991336431
1,59,0,0,0.0032957650194654774,0,205.75581028039838,96,58.99176058745134,13.85908277837302,11.033987576763238
1,59,0,0,3.5360261798024966,0,267.3291957514528,113,99.72116981606861,10.844858018742633,14.057745282886984
1,91,1,0,0.0,4,72.65827988653594,88,28.026752181542495,8.76562460299504,8.53369445900131
1,81,1,0,2.4547859982450793,3,167.75867958693814,146,69.64952934436579,9.610660206530927,9.163399029710598
1,79,0,0,0.06334545492716437,2,189.04141460815984,122,52.37714345997098,11.019761218282635,13.625380975749287
1,188,1,0,0.2475191332947028,2,92.97672199652325,94,31.03573409116809,7.239864310444734,10.636325654932639
1,93,0,0,0.0,1,163.98191819304944,129,44.43372029699915,9.433005532164621,12.069273081674766
1,135,0,1,3.4017589865701012,2,202.69959649425934,102,90.94587307588625,12.767619227658756,12.608253848227497
1,121,0,0,0.4643212255399376,3,140.6646701257795,101,45.45858166490507,9.652909315602647,9.515369409505688
1,5,0,0,0.23557461870371804,2,130.77398531303209,42,36.973241950411825,6.865849067942422,8.99799887023324
1,80,1,0,0.0,0,326.2617075178883,114,74.78709420885197,11.170838478796677,9.087519100184323
1,68,1,0,0.0,3,286.3986595025842,106,70.6773112502084,12.900067024870788,11.068066249374779
1,158,0,0,0.3189325245611108,1,217.7106747543889,78,60.31570884199989,11.672866928448551,10.95337377194446
1,155,1,0,0.17418695029265954,1,245.08792040434807,80,66.2349005054351,12.872189171011765,9.800929199665532
1,102,1,0,0.0,6,109.51336131740065,72,39.0,11.633659620973548,7.421191227240002
1,134,0,0,0.0686562961944323,2,203.37609629069377,92,52.97263086275446,10.261046667125054,10.885572839675946
1,131,0,0,0.03391900760834263,0,262.77934122205926,112,61.985266411480424,9.814557251547752,17.104758779515546
1,24,1,0,0.0,1,265.12824928793054,81,67.04357753202392,12.879625110987766,9.280390110589236
1,57,0,0,0.17363686424354532,0,198.3033871893449,93,58.56590783939114,13.294827887193255,12.790630162511562
1,66,1,0,0.0,3,246.70042104349233,139,63.0,12.016525377899685,4.442140125176488
1,169,1,0,0.18175381216951714,2,267.60084967936234,104,63.274400883592556,9.253084976503903,13.308627447620523
1,141,1,0,0.0,0,329.6722239453686,111,74.38564800455262,10.3465876886955,9.397315188163192
1,42,0,0,0.06174459572770122,2,233.45363152172268,78,66.4801330282412,14.956497843266483,12.016152307385369
1,215,0,0,0.23761081469095738,1,152.19428910958598,96,50.56343571135697,12.79922107642089,10.433032925251183
1,73,0,0,0.0,0,227.02901221761203,79,65.70326844758897,15.631909643165312,9.619867812474189
1,85,0,0,0.0,2,233.36270895019774,137,62.12979973422728,13.061151936214545,9.761060079731816
1,64,1,0,0.04875311804380141,4,162.16094139755475,89,41.48753118043801,7.66163497354561,12.157886553540283
1,135,0,0,0.0,0,194.2798602096099,126,48.35276186840783,8.659560625347394,13.99182215436128
1,88,1,0,0.0,1,304.26637135878036,95,73.79455811657175,12.89386416859453,5.313696125561884
1,150,1,0,0.0,4,136.84574724942624,107,38.68569974290019,8.548844442132832,5.545679382960455
1,115,1,0,0.0,0,286.8344545993097,123,68.08613649827431,10.968835311421442,8.664971809695754
1,163,1,0,0.0,2,273.6446608844853,102,64.85805096165062,10.724894144305912,9.109406884718567
1,206,1,0,0.0,2,257.57872194284494,124,63.0,11.271799797620316,8.603280080951873
1,94,0,0,0.0,4,155.20702497354893,104,42.8788197858961,9.205041545299533,8.626273261965366
1,161,1,0,0.0,3,141.513154305879,120,42.731555337271445,10.630604436804502,11.489599950886074
1,109,0,0,0.0,1,272.86954553816327,114,70.42752529897959,13.643762649489794,9.526060717551008
1,63,0,1,3.7751390903569915,0,210.37531192968422,85,94.03027818071398,11.616255346028728,13.996014634320868
1,98,1,0,0.0,1,271.0668432614663,101,64.88771159022437,10.653749838232377,10.301589353197103
1,97,0,0,0.0,5,119.2833900382941,75,39.71384717703662,10.929035924720976,11.404820376395117
1,120,1,0,0.20147941636372949,0,144.89332067792108,125,43.893071540262,9.949663068572306,13.125530906495413
1,72,0,0,0.0,0,338.63777446136953,63,77.63908360174038,11.490930317083599,12.003646532099863
1,66,1,0,0.0,2,110.56630564822085,91,39.04211793972394,11.751218417478153,13.593682309041409
1,136,0,0,0.267043860214356,0,260.80465646053915,110,67.9081213530367,12.118462351705096,10.70985379928548
1,117,1,0,0.0318938239107639,0,293.89287428826674,99,70.20081296536407,11.562668593966166,9.59062636871785
1,152,0,0,1.0761156834554866,1,147.35681830809722,127,60.399586504621624,14.021838784427661,4.856818308097201
1,63,1,1,2.5438696494710573,2,103.39676394033044,74,61.347310851460044,10.316406076449143,9.43655425730021
1,63,0,0,0.8595475524657445,1,282.6824795429307,99,78.428668892351,12.737217090148764,10.338725595642485
1,176,1,0,0.0,0,289.0294627349122,130,71.69404968678374,12.985683807894032,10.269404968678375
1,80,0,0,0.0,2,267.96724886156494,83,65.33092987955503,11.568595846394318,10.784895578289234
1,75,1,1,3.1707547311484996,6,82.67720726948941,103,67.24566085904898,12.47590213273795,11.7307170321346
1,42,1,0,0.054584136228788493,1,304.6545454125744,111,71.58259189942692,10.956595781025973,6.040812365715243
1,84,1,0,0.0,1,325.8515038342527,90,73.45911011428119,10.317230921713426,9.950932137137428
1,133,1,0,0.0,0,118.08922041838629,100,37.462752669418066,10.198317624750302,11.325678513846487
1,98,1,0,0.23606704241914025,1,219.18368733305272,119,62.555456013813824,13.338595734939213,10.857132074292334
1,126,0,0,0.0,0,241.28751830031192,88,63.84544123613678,13.15769379818045,12.121599227414512
1,213,0,0,0.22894861631232927,1,150.36079045277637,95,49.94745715998786,12.675544132903813,10.67364954687974
1,72,0,0,0.0,0,226.96917823642704,85,66.0,15.83157400779001,10.545245057018612
1,77,1,0,0.0,1,108.63090677545664,106,37.30906775456636,10.690849338444725,8.31724146866458
1,102,1,0,0.0,4,121.71173031504918,92,36.98202242401997,9.366053911416829,11.9396404484804
1,72,1,0,0.0,0,276.48236940239593,104,65.16982125690518,10.410762367816986,10.140238324126429
1,86,0,0,0.0,2,236.2194336411714,94,59.51236968628579,10.910849538242905,9.812011829399927
1,188,0,0,0.16506573999708302,2,144.32483511000913,81,41.148466066734734,8.666420822381035,13.900292177764813
1,98,1,0,0.24493770259683334,1,219.67157364282582,119,61.954222379547964,12.88816332369413,10.477664944468795
1,41,1,0,0.0,1,259.1477164268804,70,66.69908657075216,13.293028856917385,12.234855715413076
1,70,1,0,0.0,2,327.37323739510737,110,77.61513881011611,12.544915127321774,13.154903116500718
1,153,1,0,0.0,2,277.6048209014559,103,64.03132622940336,9.78939786882101,7.657831557350842
1,68,0,0,1.897597121884677,1,272.4188319944568,98,87.25868875560272,12.761883199445684,8.892657965052074
1,79,0,0,0.0,2,189.09565812030357,121,51.995658120303574,11.158219829324466,13.899855270676786
1,89,1,0,0.0,5,128.59127109999446,71,40.91113446715248,10.718886553284753,10.353319319708515
1,117,1,0,0.09273449793171393,3,294.7513867034362,99,69.92734497931714,10.849907553104254,12.29299886897206
1,123,1,0,0.0,0,310.94142329292646,99,69.38223530284404,9.634620028186255,8.382235302844041
1,59,0,0,0.358594588045643,0,282.1115309639557,123,68.9054648178469,9.82017390057353,12.223663256173339
1,24,1,0,0.0,2,114.86728831002853,68,33.58900271859802,7.998177922492867,7.187698096981389
1,92,1,0,0.05078430164649689,5,133.2774505576274,102,39.77745055762739,9.450980223050957,8.280882262348728
1,71,0,0,0.0,1,221.32100251333296,93,56.7912365198501,11.18033493877152,13.188013297452867
1,116,1,0,0.0,4,146.2864384380384,119,40.070475739423166,8.797192066117372,8.74308582253844
1,88,1,0,0.10339633611063989,3,178.82975640146043,65,50.36445140772266,10.928676941676562,11.332743952513368
1,136,1,0,0.0,3,133.3942902712981,102,39.922453862105115,9.995308726456063,12.103664843614293
1,90,0,0,0.0,3,146.8682430167158,93,42.33530377089477,10.091931852273833,12.321305429572307
1,90,0,0,0.03408340951174593,2,251.16722786034492,120,61.34083409511746,10.474304199395778,11.789484823603923
1,148,0,0,0.0,0,225.97746764816088,113,54.721361735407015,9.593849093877346,10.220605215736452
1,125,0,0,1.1976737807447888,2,197.87826899212646,129,54.873941472442596,4.969981318109152,8.029214306368779
1,90,0,0,0.0,4,129.55194485676913,68,40.84358006365816,10.606762842014385,10.33128398726837
1,104,0,0,0.0,3,61.78150742896811,111,21.907537144840564,6.451748401249555,12.329303917432306
1,104,0,0,0.0,1,273.4907162213108,119,70.58236349113345,13.742898844027788,10.599301713616088
1,173,1,0,0.1624601795601338,2,106.65135164776898,90,33.26335670125374,7.697332304715267,11.471730229558021
1,116,1,0,0.0,1,245.85397541572888,96,63.35582308988704,12.63963046516837,13.522088455056481
1,58,1,0,0.0,1,247.3824367133115,115,67.14862867121298,14.680393447483192,9.774335454609917
1,152,0,0,0.24668760287298874,1,156.799196071994,108,53.254214302115244,13.886330863307322,8.866561985635055
1,133,1,0,0.0,2,282.09676100402754,138,67.81301033966568,11.354959172826744,12.827100344655523
1,162,1,0,0.33901636960892156,0,247.53681463418968,77,69.29601829273712,13.442028020647987,9.612552720446946
1,201,1,0,0.008702170520206786,1,225.90378355240009,110,64.12485722920297,14.970215591480244,11.252969733601258
1,56,1,0,0.0,2,271.42221350149816,73,66.0,11.401162977927338,10.742194826513416
1,119,0,0,1.8827505918425826,0,148.32849421013137,104,58.586157488262046,8.347599948577118,7.8043145908524805
1,113,1,0,0.0,0,246.73062397719931,101,63.36054666191652,12.388570401995059,12.942852009975303
1,98,1,0,0.19407560366272214,0,217.7035736886686,121,65.0,15.154892789339941,12.322982847615387
1,77,0,1,3.1462818457362878,2,124.03583644423385,117,73.2859077131856,12.08124443248122,11.645127382945152
1,63,1,0,0.0,4,154.19023973470712,128,42.858561591757265,9.326013670160636,9.024400663232193
1,83,1,0,1.9260846096567912,3,164.7953935783183,141,66.49437589633891,11.092303210840846,8.395929272082437
1,18,1,0,0.0,1,258.85692781688925,116,67.77833788444461,13.441788489866703,9.627455716444349
1,133,0,0,0.0,0,238.8590562331027,102,57.59087370724766,9.625891611380343,14.10454757756514
1,164,0,0,0.5966861351062644,1,135.9707765628187,130,48.19701493873526,10.773856806437266,7.747869345470278
1,86,0,1,3.042295621277277,0,110.70676742854093,114,71.61732533130083,12.834212195132658,11.261126176294388
1,95,0,0,1.7526309962790956,0,220.8864143766403,119,74.45456863655986,11.184335515138299,13.093913294426411
1,135,1,0,0.0,1,251.2385517001021,120,65.6153512221844,13.049973085080627,13.407727704484536
1,133,0,1,3.8986191831996413,0,173.35684644910566,87,86.55696171889792,10.515350362513077,14.443038281102087
1,110,0,1,3.1761219627753987,1,165.87653767335078,86,79.46456388089915,10.973969833412095,11.766019655661275
1,176,1,0,0.09668991616042469,2,274.30418015844293,116,62.419860503037455,8.596829175601297,11.163066557959304
1,148,0,0,0.0,1,350.0720934432912,75,78.60296005997701,10.742651213194943,10.324989299346361
1,173,0,0,0.0,2,142.19854590975913,134,40.82463209887884,9.312128592630017,11.490995094651717
1,128,0,1,2.57975581714423,2,223.85780235429806,83,80.66503878096154,9.392293019426923,9.545771329528844
1,92,0,0,0.9765712445036474,2,131.6003353542828,110,52.70780306381863,11.76953050400407,10.017372814365354
1,69,1,0,0.0,2,290.31338839351514,106,71.0,12.711548214197979,10.330964283959602
1,159,1,0,0.0,0,167.13935852709716,68,41.02052295062227,7.224889016057862,10.209699017262006
1,125,1,0,0.0,0,292.626240738918,102,70.0,11.671966913628854,8.947541357963935
1,132,1,0,0.1571486233186301,1,265.83023689387477,110,64.31758204783775,10.066852433782909,15.43640286397163
1,62,0,0,0.0,3,324.47747083257735,98,78.39425729563159,13.174864721164907,11.736554377378958
1,170,1,0,0.0028482073976776046,1,286.05214200553104,44,63.09752952604169,8.38379760986357,8.717261863016228
1,116,0,0,0.18895402712865259,3,137.51997327253991,102,42.14923378547754,9.57199732725399,10.884490377294371
1,113,0,0,0.0,2,246.90332368004212,103,64.0,12.696762695296385,12.3033236800421
1,117,0,0,0.10146295956615643,5,139.53674690565438,93,42.01462959566157,9.687641973044103,9.435283946088209
1,88,1,1,3.1675240438775725,4,134.67761406760158,108,70.64188659948813,9.281892751274412,11.715715164540898
1,137,1,0,0.0,0,331.08389964823147,113,74.26800836264738,10.121895972656489,9.703178257116821
1,119,0,0,1.3479539082311878,1,151.38814831348503,106,55.295100973730385,9.262925041681235,8.087139760070045
1,145,0,0,0.0,0,227.02340171053467,110,54.15994751846795,9.130039361149034,10.091937022161545
1,95,0,1,1.1720989728914177,0,220.01370308132573,109,65.85405895653864,9.374237561639164,4.330653327882408
1,119,1,0,0.0,5,61.30099904177738,94,24.214999315555268,7.8850663746369145,11.309333515851929
1,149,0,0,0.0,0,226.74183194646767,114,55.430565723526705,9.931902994881064,10.535806988234093
1,116,1,0,0.0,0,287.8507111367836,119,69.67298788252077,11.99047519921876,13.482938257342452
1,87,0,0,0.0,1,218.49943024399872,65,58.198860487997415,12.109016883474958,14.940911609602068
1,120,1,0,0.0,1,167.60540539740035,109,56.03228891759328,16.05603682907133,10.606457783518655
1,106,1,1,3.231485309852199,0,159.7345250832733,84,77.36436342692863,10.002038703471527,11.96280118038933
1,45,0,0,0.0,0,52.94442403136431,120,25.214023370233466,9.186734557195525,12.996494157441635
1,106,0,0,0.4469423576261251,1,222.0991270302804,98,66.71614993981272,13.871889483285088,12.23810016668223
1,145,1,0,1.4628919094796393,1,192.09583524493007,96,58.97941041534349,6.740582582931147,6.9051473961641285
1,103,1,0,0.0,7,151.2349335248212,124,39.29451830575421,7.959107997085489,11.281852117807238
1,68,0,0,0.13651632639104289,0,278.45962475357726,115,64.04403752464226,8.752554576152923,10.599061883943202
1,114,0,0,0.06441312308259586,0,295.49442851801865,87,76.21471041027532,14.472347507669618,11.100594574385447
1,116,0,0,0.0,0,217.04468895473806,144,63.86659843123589,15.517496304456499,8.680040941258467
1,96,1,0,0.0,4,156.05535077837544,89,43.633688978817446,9.903782738159872,12.295990940246845
1,164,1,0,0.0,1,294.9287805623194,48,64.4375047604859,8.170124304969061,9.1887516185652
1,131,0,0,0.0,0,241.47550315081264,96,58.64272351317256,9.907660299321716,14.041436589209646
1,171,1,0,0.0,1,270.28573845971044,83,66.85704616115831,12.069935697170276,10.628455393389972
1,222,0,0,0.25811693181794937,0,171.11585409086166,98,45.392862499974434,7.932962772718998,5.342718409133213
1,82,0,1,3.0554726778221184,2,124.35012175686693,115,73.56332092044153,12.656304518845255,11.301718828444066
1,136,0,0,0.2397328780644519,0,259.46186650483554,111,67.52121577257974,12.219740577177658,10.800890406451828
1,62,0,1,3.5244117371791193,0,216.36638498166397,92,92.67216314788418,11.726244659911828,13.066544014421696
1,79,1,0,0.10832295981947809,2,264.00623075744693,102,63.7338006955513,10.093213871695653,6.104828670793044
1,139,1,0,0.2913580447983715,0,271.28065824854855,101,69.26611812620956,11.492880651733875,8.72510305491922
1,117,0,0,0.2189938999154839,3,138.19086376477915,102,42.64989833192473,9.639086376477914,10.56406506756817
1,119,1,0,0.0,4,161.08327740373835,112,49.10613529600533,12.61604719701598,9.221227059201066
1,25,1,0,0.0,1,319.70915712614124,106,76.46586359495514,12.476377537421296,10.712449954450653
1,54,0,1,4.107285300717531,0,211.9753464698377,91,98.47797768030843,12.11066827372443,15.222576111347397
1,66,1,0,0.0,2,248.46755280289838,131,64.31788228709446,12.515132920434757,7.297023374671998
1,120,0,0,0.0,1,205.6597086544025,125,52.087042174575,9.67293423940625,6.639070477797503
1,147,1,0,0.618364873886971,3,182.72964609395908,99,50.48096138217997,7.655422976590248,11.23519114808245
1,97,1,0,0.39109734892133385,0,275.95755758274134,82,68.88871686151667,10.067122120862933,8.802070838134672
1,141,0,0,0.11181277196513201,0,310.56944074625477,66,71.35438315895396,9.841530330516587,11.070876631790792
1,71,0,0,0.0,0,216.27441839868285,91,56.384600403693405,11.394088382163087,10.389740094195128
1,127,1,0,0.0,0,328.55569255788896,109,71.79065098380343,9.075337538080431,9.339512472225648
1,104,1,0,0.0,3,25.118818025921115,23,20.747423645546576,9.424562062296562,7.4440722570749
1,65,0,0,0.0,0,118.85338874049329,98,38.46765928099117,10.435970221570265,13.997843952066077
1,106,1,0,0.0,0,226.8412472732829,105,55.94004362747347,9.66580079474369,11.682253817403929
1,93,0,0,0.0,1,165.54097020672447,85,51.907461154014236,13.653111018851058,11.418059586551067
1,122,0,0,0.0,3,56.64979012991793,96,27.038182077766734,10.125681283018658,10.621076857182292
1,84,1,0,0.0,5,164.96917814332605,94,44.89868026138122,9.521277145109943,10.748020392071835
1,76,0,0,0.17020648892492363,0,243.89647754186896,115,62.202672209616665,10.955771296866626,11.547995842787506
1,106,0,0,0.0,1,273.46101394214617,117,70.75611885674789,13.808059428373946,10.31468525619494
1,98,0,0,0.0,2,231.1881287258588,131,62.72688960442174,13.597320890067166,9.97048327966837
1,95,0,0,0.5340315133796256,1,166.8831032001199,85,55.84304546691311,12.715589366528457,11.269482799980018
1,36,1,0,0.11584375862760418,2,230.23362833322193,80,67.22770827581597,15.51047910339757,10.03117181029297
1,139,0,0,0.06535181584370295,4,51.19910675828531,108,22.786323420045516,7.60707677052503,9.164321227708646
1,134,0,0,0.19717370101124135,0,257.6894077250091,100,63.15547182924968,10.08490453866249,9.71731933138823
1,72,1,0,0.027167150666253387,2,291.68073710283767,108,70.75420197016247,12.22780904794369,10.306987814600026
1,107,0,1,3.536951355048213,0,163.2952697930451,86,79.36425776497667,9.157503501884905,13.101051157101093
1,32,1,0,0.0,3,85.87456504866947,100,30.0,8.71009302772784,9.42648597784364
1,113,0,0,0.0,1,199.80445327948473,120,51.348499479446865,9.652139354514116,7.713649531502181
1,136,1,0,1.2065660406085548,1,246.8237530041527,107,75.40939967696872,12.102368433780498,6.879368777112237
1,166,1,0,0.0,2,162.49486944155245,132,48.59319974901234,11.877789918429011,11.640680025098765
1,75,0,0,0.0,1,238.25163103995908,140,63.0,13.079167604859313,8.63554556047381
1,120,0,0,0.0,1,205.44119925801974,125,52.02213839347121,9.645890997279672,6.684503124570152
1,95,1,0,0.0,1,160.69780469933306,126,43.13186979955538,9.029355035579378,11.71126419487773
1,115,0,0,0.0,4,122.45376869647136,109,33.522612178828155,7.328466906731656,10.959798610825535
1,136,0,0,0.2118566222306973,0,258.31933902367996,111,67.2299635561488,12.363790524598691,10.714337776930272
1,88,0,0,0.0,1,191.69217799093136,119,52.0,10.885072031264857,11.700576250118843
1,109,0,0,0.0,4,114.28963380962658,106,35.10210438838173,8.994130900995842,5.491738198008314
1,119,0,1,2.177506678736602,1,151.82253884380927,100,63.30301771757422,8.902005542516322,8.0611358471726
1,142,1,0,0.0,2,123.61145582990565,90,36.06728770078362,8.615669411810332,13.374016470861987
1,95,0,0,0.0,1,174.4054760341683,88,49.46140025132385,11.502710866050258,10.792280050264772
1,112,1,0,0.0,1,271.90115516040373,110,69.40346548121109,13.115825153437838,8.758498291475197
1,109,1,0,0.0,4,76.19307500694381,84,33.42931306619091,11.707997591284927,9.20848243205709
1,111,0,0,0.23320574527686444,2,266.4010936119126,94,65.49644576128408,10.19520851744988,13.447949477663892
1,49,0,0,0.25257135206494463,2,239.24115769940076,90,61.97143239675277,10.571829826134907,14.797706023014015
1,112,1,0,0.0,2,226.5261182299127,102,60.98210832139696,12.64692154502595,12.123434478122235
1,63,1,0,0.0,0,111.2167109552218,98,37.0,10.485462716915436,12.261184925369669
1,73,0,0,0.12768983351553043,0,277.0766637642637,122,64.04119026887598,8.960313649368047,8.023805377519551
1,180,0,0,0.20657160457853804,0,161.19225042961122,83,40.131018815717994,6.263589598930015,13.966129321638153
1,80,0,1,3.8691524537277617,5,141.80203349119418,99,81.30508372798542,10.499864369351721,14.333897976769489
1,23,0,0,0.3783896556310173,1,166.75377596066872,115,51.783896556310175,11.20722010813991,12.2514252537254
1,63,0,1,3.843032916237798,0,207.84287222433014,83,94.1660658324756,11.54564576711269,14.247221790079852
1,205,1,0,0.30697922312253456,1,323.6537948587861,65,73.51171279177163,8.789305630830047,10.560480140136573
1,92,0,0,0.0,1,211.37802889518258,66,51.45934296506086,8.757912395341448,9.856919848914796
1,93,0,0,0.0,2,148.07702711057442,89,40.688886666546516,8.93007362219779,15.965187555683716
1,47,0,0,0.0,1,158.05900818146458,109,44.61521485047684,10.381536803036784,13.102954692343324
1,77,1,0,0.0,4,158.75798485004103,85,44.477519525790115,9.923689987791075,9.543255857737034
1,159,1,0,0.0,1,322.25889505738263,99,74.75337034429566,11.391752579033744,7.808220988523478
1,122,1,0,0.18667451764202964,3,272.1040237504563,124,68.4324255329113,11.621124196070049,12.044261255019308
1,133,1,0,0.0,2,280.1927645678302,138,67.49029907929325,11.38077607365654,12.816343302643109
1,174,0,0,0.0,2,127.07175358116994,128,36.535531699745015,8.331388038015,11.291334355725214
1,142,1,0,0.0,4,136.55801503677225,104,39.381488722420826,9.15650015091419,6.801126317083739
1,111,1,0,0.0,5,123.82466411042942,88,40.04473235249564,10.651689059304704,11.879222648261763
1,39,0,0,0.0,0,169.80334455484646,117,43.78901742368297,8.720966172961965,9.315606969473187
1,150,0,0,0.43259164423350704,2,140.40382307860497,117,49.30930709222133,11.89083979700833,9.25390173323732
1,85,0,0,0.0,1,152.01413223198892,123,39.314490357348085,7.916609549538501,11.22014325014366
1,161,1,0,0.0,3,330.3973724263701,74,81.87512753182368,14.858256368229943,5.966632658180352
1,42,1,0,0.0,4,166.90740860520646,114,40.43008338881765,6.99401111850902,9.835097286953923
1,161,1,0,0.0,3,330.0923093616205,75,81.61611172213061,14.732489802856755,6.035703540765169
1,145,1,0,0.0,4,136.33945914894872,104,38.341526107909054,8.413337086396613,4.332599736684799
1,115,0,0,0.08258434393234917,2,131.81067695478515,100,42.550562292882326,10.936067034480608,9.33764057322058
1,126,0,0,0.0,2,246.6609469169276,98,63.34786679838294,12.360670392276365,13.195639960485117
1,24,1,0,0.7309001637084594,0,227.8357582255313,74,61.788656244986456,9.008224343447234,9.611837172296593
1,162,1,1,2.873572774772079,3,198.8040957357075,123,74.7357277477208,6.848059237241216,10.646943903893636
1,120,0,0,0.0,2,249.84920189595212,95,64.50798104047892,12.622741609264558,13.97924929475479
1,117,0,0,0.0,3,247.94758092515548,75,63.526409197870535,12.143715035297276,9.273723909094977
1,70,1,0,0.0,1,274.99976458185273,99,68.30175353689776,12.470876768448884,10.043156366415982
1,76,1,0,0.0,0,243.9862809050983,87,64.19576114433899,12.950786207536948,8.028555089715251
1,65,0,1,3.607417355269356,0,206.3349173814638,103,88.80557852276509,10.122438020243319,13.358057850897854
1,98,0,1,1.5249587071780792,1,216.91106802458856,108,66.48319569059359,8.10504185170006,5.636884100659552
1,108,0,1,3.1834899145718523,2,156.92535008964683,86,70.26239940938565,6.680560143434915,11.78699968359945
1,166,1,1,2.7736734508213052,2,191.8412426192136,128,75.28395822150324,8.359112661821788,10.281110514683927
1,87,1,0,0.0018730380096707577,4,166.70241682323828,61,43.99456214771386,8.955619901732206,6.815709351048851
1,161,0,0,0.027536228329599934,0,166.60013812947352,69,40.881987592873145,7.06280885009661,10.79827460786895
1,43,0,0,0.0,2,63.32073463640516,121,27.662710238679686,9.664228496542538,12.38432244033008
1,95,1,0,0.0,4,168.76355532662032,59,44.33828775846235,9.034274674107847,7.172116534308581
1,68,1,0,0.26989470698395374,0,283.50875295972975,117,70.32941766967062,11.173379414953551,11.10227061954395
1,55,1,0,0.159571659336058,4,162.31981075570732,99,42.59571659336058,7.4589559196316415,14.78848834465656
1,79,0,0,0.25582036983425055,1,243.79773476727345,120,63.55820369834251,11.28299193704256,10.419933009847277
1,83,1,0,0.0,1,238.34654577477409,91,59.04569574080054,10.381476998176254,10.720297768479648
1,84,1,0,0.0,2,233.91469633964948,91,59.085564967400195,10.945711930796689,12.187034601365141
1,80,0,0,0.0,3,192.91054051721173,77,47.496306717120575,8.558482821818359,10.448892015136172
1,123,0,0,0.0,0,242.38406206883207,79,64.1588737800785,13.336546024734062,10.0682252439843
1,98,1,0,0.1322258386848547,2,266.0249186295908,118,64.67774161315145,10.374352905085695,7.432225838684855
1,68,1,0,0.0,3,287.12907760263494,106,70.73621593569636,12.863546119868253,10.891352192910903
1,182,1,0,0.0,2,279.3497510394986,120,64.24875519749294,9.735546686583508,10.24925311849576
1,131,1,0,1.133918434594202,2,248.013219436397,102,74.27751446486165,11.84925360547791,8.164326261623192
1,128,1,0,0.4736255331444692,2,249.0536809780754,98,68.87511799845475,12.577576684652767,10.805497867422122
